TAIL,DAY_TO_GO,EQP,SUBFLEET,CHECK_MH,SCHED_DATE,STATION_NAME,DESCR,CHECK_SEQ
T237,243,320,H205,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T237,249,320,H205,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T237,256,320,H205,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T238,90,320,H205,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T238,90,320,H205,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T238,90,320,H205,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T238,83,320,H205,120,,,CKC | A08 | ARBS | V2500 A-CHECK 8,A08
T238,90,320,H205,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T238,300,320,H205,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T238,302,320,H205,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T238,302,320,H205,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T238,315,320,H205,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T238,327,320,H205,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T238,332,320,H205,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T239,47,320,H205,120,,,CKC | A10 | ARBS | V2500 A-CHECK 10,A10
T024,64,319,319S,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T024,56,319,319S,120,,,CKC | A06 | ARBS | CFM A-CHECK 6,A06
T024,64,319,319S,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T024,64,319,319S,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T024,64,319,319S,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T024,281,319,319S,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T024,280,319,319S,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T024,282,319,319S,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T024,283,319,319S,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T024,296,319,319S,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T024,306,319,319S,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T240,82,320,H205,120,,,CKC | A03 | ARBS | V2500 A-CHECK 3,A03
T240,446,320,H205,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T240,446,320,H205,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T240,450,320,H205,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T240,459,320,H205,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T240,447,320,H205,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T240,430,320,H205,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T240,449,320,H205,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T240,447,320,H205,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T240,421,320,H205,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T240,455,320,H205,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T241,65,320,H205,120,,,CKC | A04 | ARBS | V2500 A-CHECK 4,A04
T241,195,320,H205,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T241,229,320,H205,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T241,231,320,H205,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T241,233,320,H205,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T241,233,320,H205,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T241,238,320,H205,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T241,508,320,H205,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T241,503,320,H205,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T241,506,320,H205,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T241,515,320,H205,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T242,59,319,319W,120,,,CKC | A04 | ARBS | CFM A-CHECK 4,A04
T242,266,319,319W,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T242,266,319,319W,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T242,266,319,319W,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T242,266,319,319W,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T243,33,319,319W,120,,,CKC | A11 | ARBS | CFM A-CHECK 11,A11
T243,390,319,319W,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T243,390,319,319W,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T243,390,319,319W,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T243,390,319,319W,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T244,40,319,319W,120,,,CKC | A02 | ARBS | CFM A-CHECK 2,A02
T244,67,319,319W,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T244,67,319,319W,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T244,67,319,319W,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T244,67,319,319W,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T244,67,319,319W,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T244,67,319,319W,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T245,88,319,319W,120,,,CKC | A02 | ARBS | CFM A-CHECK 2,A02
T246,40,319,319W,120,,,CKC | A02 | ARBS | CFM A-CHECK 2,A02
T246,144,319,319W,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T246,144,319,319W,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T246,144,319,319W,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T246,144,319,319W,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T246,144,319,319W,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T246,144,319,319W,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T247,98,319,319W,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T247,70,319,319W,120,,,CKC | A02 | ARBS | CFM A-CHECK 2,A02
T247,98,319,319W,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T247,98,319,319W,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T247,98,319,319W,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T247,98,319,319W,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T247,98,319,319W,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T248,28,319,319W,120,,,CKC | A12 | ARBS | CFM A-CHECK 12,A12
T248,187,319,319W,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T248,187,319,319W,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T248,187,319,319W,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T248,187,319,319W,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T248,187,319,319W,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T248,187,319,319W,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T249,21,319,319W,120,,,CKC | A01 | ARBS | CFM A-CHECK 1,A01
T249,254,319,319W,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T249,254,319,319W,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T249,254,319,319W,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T249,254,319,319W,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T249,254,319,319W,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T249,254,319,319W,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T025,38,319,319S,120,,,CKC | A06 | ARBS | CFM A-CHECK 6,A06
T025,88,319,319S,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T025,88,319,319S,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T025,88,319,319S,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T025,88,319,319S,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T025,288,319,319S,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T025,293,319,319S,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T025,310,319,319S,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T025,319,319,319S,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T025,320,319,319S,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T025,323,319,319S,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T250,53,319,319W,120,,,CKC | A02 | ARBS | CFM A-CHECK 2,A02
T250,220,319,319W,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T250,220,319,319W,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T250,220,319,319W,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T250,220,319,319W,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T250,220,319,319W,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T250,220,319,319W,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T252,72,319,319W,120,,,CKC | A01 | ARBS | CFM A-CHECK 1,A01
T253,106,319,319W,120,,,CKC | A01 | ARBS | CFM A-CHECK 1,A01
T254,356,319,319W,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T254,356,319,319W,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T254,356,319,319W,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T254,356,319,319W,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T254,356,319,319W,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T254,356,319,319W,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T255,96,319,319W,120,,,CKC | A12 | ARBS | CFM A-CHECK 12,A12
T257,21,319,319W,120,,,CKC | A10 | ARBS | CFM A-CHECK 10,A10
T258,47,319,319W,120,,,CKC | A10 | ARBS | CFM A-CHECK 10,A10
T259,53,319,319W,120,,,CKC | A10 | ARBS | CFM A-CHECK 10,A10
T026,85,319,319S,120,,,CKC | A05 | ARBS | CFM A-CHECK 5,A05
T026,116,319,319S,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T026,116,319,319S,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T026,116,319,319S,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T026,116,319,319S,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T026,325,319,319S,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T026,360,319,319S,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T026,349,319,319S,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T026,351,319,319S,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T026,357,319,319S,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T026,360,319,319S,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T260,104,319,319W,120,,,CKC | A10 | ARBS | CFM A-CHECK 10,A10
T261,111,319,319W,120,,,CKC | A11 | ARBS | CFM A-CHECK 11,A11
T262,112,319,319W,120,,,CKC | A09 | ARBS | CFM A-CHECK 9,A09
T263,161,319,319W,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T263,69,319,319W,120,,,CKC | A06 | ARBS | CFM A-CHECK 6,A06
T263,191,319,319W,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T263,152,319,319W,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T263,155,319,319W,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T264,267,319,319W,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T264,246,319,319W,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T264,45,319,319W,120,,,CKC | A06 | ARBS | CFM A-CHECK 6,A06
T264,278,319,319W,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T264,266,319,319W,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T264,18,319,319W,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T265,53,319,319W,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T265,69,319,319W,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T265,74,319,319W,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T265,84,319,319W,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T265,88,319,319W,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T265,101,319,319W,120,,,CKC | A07 | ARBS | CFM A-CHECK 7,A07
T265,378,319,319W,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T265,360,319,319W,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T265,325,319,319W,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T265,371,319,319W,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T266,17,319,319W,120,,,CKC | A04 | ARBS | CFM A-CHECK 4,A04
T266,30,319,319W,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T266,287,319,319W,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T266,727,319,319W,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T266,51,319,319W,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T266,280,319,319W,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T266,285,319,319W,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T266,718,319,319W,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T266,292,319,319W,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T266,39,319,319W,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T267,62,319,319W,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T267,80,319,319W,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T267,101,319,319W,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T267,115,319,319W,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T267,99,319,319W,120,,,CKC | A03 | ARBS | CFM A-CHECK 3,A03
T267,127,319,319W,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T267,132,319,319W,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T267,515,319,319W,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T267,515,319,319W,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T267,374,319,319W,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T267,516,319,319W,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T268,46,319,319W,120,,,CKC | A04 | ARBS | CFM A-CHECK 4,A04
T268,117,319,319W,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T268,136,319,319W,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T268,141,319,319W,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T268,143,319,319W,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T268,152,319,319W,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T268,164,319,319W,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T268,440,319,319W,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T268,447,319,319W,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T268,455,319,319W,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T268,451,319,319W,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T269,49,319,319W,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T269,79,319,319W,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T269,89,319,319W,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T269,92,319,319W,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T269,98,319,319W,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T269,104,319,319W,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T269,389,319,319W,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T269,403,319,319W,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T269,346,319,319W,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T269,395,319,319W,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T027,85,319,319S,120,,,CKC | A06 | ARBS | CFM A-CHECK 6,A06
T027,140,319,319S,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T027,140,319,319S,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T027,140,319,319S,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T027,140,319,319S,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T027,337,319,319S,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T027,364,319,319S,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T027,365,319,319S,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T027,373,319,319S,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T027,376,319,319S,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T027,380,319,319S,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T270,220,319,H319,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T270,218,319,H319,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T270,201,319,H319,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T270,211,319,H319,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T271,77,319,H319,120,,,CKC | A11 | ARBS | CFM A-CHECK 11,A11
T271,109,319,H319,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T271,122,319,H319,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T271,122,319,H319,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T271,131,319,H319,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T271,136,319,H319,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T271,150,319,H319,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T271,427,319,H319,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T271,429,319,H319,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T271,430,319,H319,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T271,428,319,H319,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T272,54,319,H319,120,,,CKC | A01 | ARBS | CFM A-CHECK 1,A01
T272,326,319,H319,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T272,90,319,H319,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T272,401,319,H319,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T272,393,319,H319,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T272,140,319,H319,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T272,90,319,H319,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T272,96,319,H319,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T272,137,319,H319,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T272,125,319,H319,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T272,350,319,H319,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T273,74,319,H319,120,,,CKC | A12 | ARBS | CFM A-CHECK 12,A12
T273,244,319,H319,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T273,253,319,H319,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T273,262,319,H319,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T273,277,319,H319,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T273,277,319,H319,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T273,296,319,H319,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T273,594,319,H319,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T273,592,319,H319,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T273,525,319,H319,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T273,587,319,H319,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T274,19,319,H319,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T274,291,319,H319,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T274,60,319,H319,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T274,277,319,H319,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T274,691,319,H319,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T274,47,319,H319,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T274,59,319,H319,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T274,289,319,H319,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T274,274,319,H319,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T275,62,319,H319,120,,,CKC | A01 | ARBS | CFM A-CHECK 1,A01
T275,321,319,H319,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T275,323,319,H319,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T275,329,319,H319,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T275,330,319,H319,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T275,330,319,H319,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T275,345,319,H319,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T275,627,319,H319,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T275,611,319,H319,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T275,625,319,H319,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T275,583,319,H319,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T276,72,319,H319,120,,,CKC | A01 | ARBS | CFM A-CHECK 1,A01
T276,260,319,H319,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T276,262,319,H319,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T276,262,319,H319,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T276,297,319,H319,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T276,313,319,H319,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T276,315,319,H319,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T277,273,319,H319,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T277,297,319,H319,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T277,299,319,H319,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T277,307,319,H319,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T277,307,319,H319,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T277,310,319,H319,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T277,602,319,H319,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T277,601,319,H319,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T277,605,319,H319,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T277,583,319,H319,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T278,54,319,H319,120,,,CKC | A04 | ARBS | CFM A-CHECK 4,A04
T278,319,319,H319,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T278,336,319,H319,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T278,336,319,H319,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T278,352,319,H319,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T278,353,319,H319,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T278,355,319,H319,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T278,589,319,H319,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T278,639,319,H319,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T278,577,319,H319,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T278,644,319,H319,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T279,22,319,H319,120,,,CKC | A03 | ARBS | CFM A-CHECK 3,A03
T028,33,319,319S,120,,,CKC | A06 | ARBS | CFM A-CHECK 6,A06
T028,136,319,319S,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T028,136,319,319S,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T028,136,319,319S,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T028,136,319,319S,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T028,342,319,319S,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T028,351,319,319S,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T028,356,319,319S,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T028,380,319,319S,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T028,381,319,319S,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T280,84,319,H319,120,,,CKC | A02 | ARBS | CFM A-CHECK 2,A02
T280,516,319,H319,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T280,540,319,H319,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T280,696,319,H319,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T280,699,319,H319,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T280,548,319,H319,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T280,547,319,H319,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T280,509,319,H319,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T280,540,319,H319,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T280,678,319,H319,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
